[command] python /root/code/lunwne/lunwen/train_ig.py --num_epochs 200 --intent_source dynamic --num_hidden 256 --num_proj_hidden 256 --num_edge_hidden 32 --adv_lambda 0 --lambda_intent 0.1 --encoder hii --num_layers 2 --hii_heads 1 --icra_heads 1 --icra_dim 64 --sparsify_topk 10 --disable_candidate_edges --lambda_cand_bce 0 --lambda_rel_entropy 0.02 --cs_full_graph --cs_num_queries 40 --cs_topk 5,10,20,50,oracle --cs_w_list 0.14 --greedy_patience 1 --greedy_min_gain_tol 1e-4 --frontier_batch_size 2 --greedy_connectivity_boost 0 --greedy_select_mode first_drop --intent_rerank_alpha 0 --lambda_ic_spnm 0 --compute_structure_metrics --ckpt_interval 0 --cs_relations apa,apcpa,aptpa --lambda_ilssc 0.1 --ilssc_seed_size 8 --ilssc_hard_pool 2048 --ilssc_neg_mode conservative --ilssc_gate_mode prior --greedy_init_seed_size 1 --ilssc_high_order_beta 0.2 --greedy_high_order_beta 0.2 --greedy_comm_direct_beta 0.1 --greedy_comm_cohesion_beta 0.05 --greedy_boundary_gamma 0.03 --greedy_hse_pool_size 512 --ilssc_warmup_epochs 10 --ilssc_ramp_epochs 30 --dataset DBLP --model_name idbr_bridge02_fast --idbr_bridge_beta 0.2 --idbr_bridge_steps 2,4 --idbr_bridge_decay 0.7 --idbr_bridge_max_states 100 --greedy_hse_pool_size 64
[log] 运行日志写入: log/run_DBLP_20260812_110650.log
[config] cand_sources=embed num_cand_per_node=0 cand_label_mode=soft cand_dist_k=16 cand_dist_tau=0.2 lambda_cand_bce=0.0 lambda_ic_spnm=0.0 ic_spnm_pos=20 ic_spnm_neg=256 ic_spnm_hard_pool=2048 ic_spnm_pos_mode=neighbor ic_spnm_frontier_ratio=0.5 ic_spnm_frontier_hops=2 lambda_ilssc=0.1 ilssc_seed_size=8 ilssc_neg=256 ilssc_hard_pool=2048 ilssc_hops=2 ilssc_neg_mode=conservative ilssc_gate_mode=prior ilssc_high_order_beta=0.2 ilssc_warmup=10 ilssc_ramp=30 ilssc_use_intent_dist=False intent_dist_k=16 intent_dist_tau=0.2 intent_dist_beta=0.5 intent_dist_proto_mode=random intent_dist_stable=False intent_dist_update_interval=10 intent_dist_ema=0.7 intent_dist_anchor_pool=0 intent_dist_conf_tau=0.05 intent_dist_min_conf=0.0 relation_fusion=icra cs_topk=(5, 10, 20, 50, 'oracle') cs_w_list=(0.14,) greedy_patience=1 greedy_min_gain_tol=0.0001 frontier_batch_size=2 greedy_connectivity_boost=0.0 greedy_select_mode=first_drop greedy_init_seed_size=1 greedy_init_seed_hops=1 greedy_init_seed_conn_beta=0.3 greedy_high_order_beta=0.2 greedy_comm_cohesion_beta=0.05 greedy_comm_direct_beta=0.1 greedy_boundary_gamma=0.03 greedy_hse_pool_size=64 greedy_hse_normalize=False greedy_hse_density=False greedy_hse_density_alpha=1.0 idbr_bridge_beta=0.2 idbr_bridge_steps=(2, 4) idbr_bridge_decay=0.7 idbr_bridge_max_states=100 greedy_recall_expand_size=0 greedy_recall_min_sim_delta=0.0 include_query_in_pred=False eval_perturb=none:0.0 model_name=idbr_bridge02_fast seed=123
Using CPU
Using GPU: NVIDIA GeForce RTX 2080 Ti
  [cs_full_graph] DBLP: merged ['apa.npz', 'apcpa.npz', 'aptpa.npz'] -> 8947540 directed edges (no sparsify)
/root/miniconda3/lib/python3.8/site-packages/scipy/sparse/_index.py:146: SparseEfficiencyWarning: Changing the sparsity structure of a csr_matrix is expensive. lil_matrix is more efficient.
  self._set_arrayXarray(i, j, x)
  [sparsify] apcpa.npz: 5000495 -> 80544 edges (avg_deg 1233 -> 20, top-k=10)
  [sparsify] aptpa.npz: 7043571 -> 77930 edges (avg_deg 1736 -> 19, top-k=10)
[data] 多关系 R=3: apa(7056 edges), apcpa(80544 edges), aptpa(77930 edges)
[intent] dynamic query-based, dim=256
[encoder] MultiRelation+ICRA  R=3 hii_heads=1 icra_heads=1 icra_dim=64
[ILSSC] 全量图邻接表就绪, lambda=0.1, seed=8 neg=256 B=8 pool=2048 hops=2 frontier_pool=128 conn_beta=0.3 sim_beta=0.5 high_order_beta=0.2 proto_alpha=0.5 use_intent_dist=False dist_k=16 dist_tau=0.2 dist_beta=0.5 dist_proto_mode=random dist_stable=False dist_update_interval=10 dist_ema=0.7 dist_conf_tau=0.05 dist_min_conf=0.0
(T) | Epoch=001, loss=7.7095, con=7.3516, intent=5.0260, rec=0.0010, ilssc=0.0000, il_lam=0.0000, this epoch 1.5161, total 6.4458  alpha=[apa:0.340, apcpa:0.338, aptpa:0.322]
(T) | Epoch=027, loss=7.1309, con=6.6334, intent=2.4580, rec=0.0001, ilssc=4.7614, il_lam=0.0567, il_q=8, il_seed=0.974, il_sim=0.272, il_conn=0.000, il_dist=0.000, il_high=0.772, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.085, il_neg_dist=0.000, il_neg_high=0.447, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0289, total 64.8307
(T) | Epoch=028, loss=7.1495, con=6.6380, intent=2.4591, rec=0.0001, ilssc=4.7260, il_lam=0.0600, il_q=8, il_seed=0.976, il_sim=0.277, il_conn=0.000, il_dist=0.000, il_high=0.782, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.067, il_neg_dist=0.000, il_neg_high=0.454, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.5765, total 67.4071
(T) | Epoch=029, loss=7.1550, con=6.6376, intent=2.4535, rec=0.0001, ilssc=4.5778, il_lam=0.0633, il_q=8, il_seed=0.977, il_sim=0.298, il_conn=0.000, il_dist=0.000, il_high=0.740, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.078, il_neg_dist=0.000, il_neg_high=0.416, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0798, total 70.4869
(T) | Epoch=030, loss=7.1761, con=6.6338, intent=2.4528, rec=0.0001, ilssc=4.7231, il_lam=0.0667, il_q=8, il_seed=0.976, il_sim=0.286, il_conn=0.000, il_dist=0.000, il_high=0.760, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.098, il_neg_dist=0.000, il_neg_high=0.399, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.1495, total 73.6364  alpha=[apa:0.155, apcpa:0.450, aptpa:0.395]
(T) | Epoch=031, loss=7.1796, con=6.6306, intent=2.4480, rec=0.0001, ilssc=4.6007, il_lam=0.0700, il_q=8, il_seed=0.980, il_sim=0.303, il_conn=0.000, il_dist=0.000, il_high=0.750, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.068, il_neg_dist=0.000, il_neg_high=0.451, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.6981, total 76.3344
(T) | Epoch=032, loss=7.2002, con=6.6301, intent=2.4467, rec=0.0001, ilssc=4.6821, il_lam=0.0733, il_q=8, il_seed=0.977, il_sim=0.278, il_conn=0.000, il_dist=0.000, il_high=0.782, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.073, il_neg_dist=0.000, il_neg_high=0.417, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.5360, total 78.8704
(T) | Epoch=033, loss=7.2037, con=6.6294, intent=2.4474, rec=0.0001, ilssc=4.5333, il_lam=0.0767, il_q=8, il_seed=0.978, il_sim=0.347, il_conn=0.001, il_dist=0.000, il_high=0.773, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.067, il_neg_dist=0.000, il_neg_high=0.434, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.1915, total 82.0619
(T) | Epoch=034, loss=7.2264, con=6.6250, intent=2.4427, rec=0.0001, ilssc=4.6911, il_lam=0.0800, il_q=8, il_seed=0.979, il_sim=0.270, il_conn=0.001, il_dist=0.000, il_high=0.772, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.073, il_neg_dist=0.000, il_neg_high=0.418, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.8783, total 84.9402
(T) | Epoch=035, loss=7.2326, con=6.6200, intent=2.4436, rec=0.0001, ilssc=4.6370, il_lam=0.0833, il_q=8, il_seed=0.979, il_sim=0.298, il_conn=0.000, il_dist=0.000, il_high=0.722, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.079, il_neg_dist=0.000, il_neg_high=0.429, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.5754, total 87.5156
(T) | Epoch=036, loss=7.2509, con=6.6191, intent=2.4359, rec=0.0001, ilssc=4.6907, il_lam=0.0867, il_q=8, il_seed=0.982, il_sim=0.281, il_conn=0.000, il_dist=0.000, il_high=0.762, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.068, il_neg_dist=0.000, il_neg_high=0.450, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.1881, total 90.7037
(T) | Epoch=037, loss=7.2729, con=6.6216, intent=2.4337, rec=0.0001, ilssc=4.7357, il_lam=0.0900, il_q=8, il_seed=0.982, il_sim=0.253, il_conn=0.000, il_dist=0.000, il_high=0.803, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.054, il_neg_dist=0.000, il_neg_high=0.469, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.3962, total 93.1000
(T) | Epoch=038, loss=7.2940, con=6.6227, intent=2.4320, rec=0.0001, ilssc=4.7840, il_lam=0.0933, il_q=8, il_seed=0.982, il_sim=0.259, il_conn=0.000, il_dist=0.000, il_high=0.780, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.076, il_neg_dist=0.000, il_neg_high=0.445, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.1062, total 96.2062
(T) | Epoch=039, loss=7.2901, con=6.6192, intent=2.4305, rec=0.0001, ilssc=4.6165, il_lam=0.0967, il_q=8, il_seed=0.982, il_sim=0.302, il_conn=0.000, il_dist=0.000, il_high=0.776, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.065, il_neg_dist=0.000, il_neg_high=0.433, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9032, total 99.1094
(T) | Epoch=040, loss=7.3026, con=6.6147, intent=2.4305, rec=0.0002, ilssc=4.6341, il_lam=0.1000, il_q=8, il_seed=0.981, il_sim=0.297, il_conn=0.000, il_dist=0.000, il_high=0.799, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.060, il_neg_dist=0.000, il_neg_high=0.461, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.8761, total 101.9855  alpha=[apa:0.168, apcpa:0.424, aptpa:0.407]
(T) | Epoch=041, loss=7.3040, con=6.6141, intent=2.4309, rec=0.0001, ilssc=4.6533, il_lam=0.1000, il_q=8, il_seed=0.982, il_sim=0.280, il_conn=0.000, il_dist=0.000, il_high=0.731, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.061, il_neg_dist=0.000, il_neg_high=0.447, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9320, total 104.9175
(T) | Epoch=042, loss=7.2906, con=6.6170, intent=2.4282, rec=0.0001, ilssc=4.4935, il_lam=0.1000, il_q=8, il_seed=0.980, il_sim=0.316, il_conn=0.001, il_dist=0.000, il_high=0.687, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.080, il_neg_dist=0.000, il_neg_high=0.345, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.8237, total 107.7412
(T) | Epoch=043, loss=7.2798, con=6.6190, intent=2.4268, rec=0.0002, ilssc=4.3680, il_lam=0.1000, il_q=8, il_seed=0.981, il_sim=0.378, il_conn=0.000, il_dist=0.000, il_high=0.777, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.072, il_neg_dist=0.000, il_neg_high=0.431, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.8055, total 110.5467
(T) | Epoch=044, loss=7.3040, con=6.6171, intent=2.4222, rec=0.0003, ilssc=4.6341, il_lam=0.1000, il_q=8, il_seed=0.982, il_sim=0.317, il_conn=0.001, il_dist=0.000, il_high=0.709, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.074, il_neg_dist=0.000, il_neg_high=0.401, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9390, total 113.4858
(T) | Epoch=045, loss=7.3096, con=6.6143, intent=2.4199, rec=0.0003, ilssc=4.7216, il_lam=0.1000, il_q=8, il_seed=0.983, il_sim=0.263, il_conn=0.000, il_dist=0.000, il_high=0.772, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.057, il_neg_dist=0.000, il_neg_high=0.433, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.7783, total 116.2641
(T) | Epoch=046, loss=7.2825, con=6.6135, intent=2.4213, rec=0.0003, ilssc=4.4570, il_lam=0.1000, il_q=8, il_seed=0.984, il_sim=0.352, il_conn=0.000, il_dist=0.000, il_high=0.745, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.057, il_neg_dist=0.000, il_neg_high=0.466, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.7732, total 119.0373
